city,link,price,title,location,builtArea,usableArea,bedrooms,bathrooms,floor,age,condition,garage,orientation,energyCertificate,communityExpenses,airConditioning,elevator,houseHeating,houseHeatingType,terrace,swimmingPool,swimmingPoolType,houseType,photo,postal_code,lat,lon
madrid,https://www.pisos.com/comprar/piso-casco_historico_de_vallecas28051-35011567322_517145/,260.000,Piso en venta en Avenida de la Gran Vía del Sureste,Casco Histórico de Vallecas (Distrito Villa de Vallecas. Madrid Capital),80.0,60.0,2.0,2.0,3ª,Entre 10 y 20 años,En buen estado,1,Sur,,Más de 100€,Frío y calor,True,True,Gas natural,False,True,Comunitaria,,https://fotos.imghs.net/l/517145/35011567322.517145/517145_35011567322_65_20230605104530184.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-el_alcornocal-34199892393_516742/,235.000,Piso en venta en Calle de la Salud,El Alcornocal (Manzanares el Real),160.0,124.0,4.0,2.0,3ª,Entre 30 y 50 años,En buen estado,1,Oeste,,Más de 100€,,False,True,Gas propano,True,True,Comunitaria,,https://fotos.imghs.net/l/516742/34199892393.516742/516742_34199892393_1_20230525180702349.jpg,28410.0,40.72609812,-3.86486485
madrid,https://www.pisos.com/comprar/piso-acacias28005-35049396441_100200/,159.000,"Piso en venta en Calle de las Peñuelas, cerca de Paseo del Doctor Vallejo Nágera",Acacias (Distrito Arganzuela. Madrid Capital),28.0,,1.0,1.0,1ª,,En buen estado,,,,,,False,False,,False,False,,,https://fotos.imghs.net/l/1002/971/1002_548971_99_2023060713065982598.jpeg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-la_espinilla_parque_blanco-35005111653_512422/,230.000,Piso en venta en Calle del Perú,La Espinilla-Parque Blanco (Coslada),105.0,96.0,3.0,1.0,4ª,Entre 30 y 50 años,En buen estado,1,,,Más de 100€,,True,True,Gas natural,True,False,,,https://fotos.imghs.net/l/512422/35005111653.512422/512422_35005111653_1_20230608121857007.jpg,28820.0,40.42654912,-3.56749362
madrid,https://www.pisos.com/comprar/casa_pareada-collado_mediano_centro_urbano-35053442476_510261/,337.000,Casa pareada en venta en Calle de La Coruña,Collado Mediano,175.0,175.0,3.0,3.0,,Entre 10 y 20 años,En buen estado,1,Sur,,,,False,True,Gasoil,True,False,,Pareada,https://fotos.imghs.net/l/510261/35053442476.510261/510261_35053442476_11_20230605132257396.jpg,28450.0,40.69436536,-4.02307588
madrid,https://www.pisos.com/comprar/piso-zona_noreste-35044606821_100500/,168.600,Piso en venta en Juncal,Zona Noreste (Torrejón de Ardoz),80.0,,3.0,1.0,1ª,,,,Sur,,,,False,True,Gas natural,True,False,,,https://fotos.imghs.net/l/1005/670/1005_190044121670_1_2023061013064868370.jpg,28850.0,40.4591561,-3.47899019
madrid,https://www.pisos.com/comprar/piso-castilla28036-35013621196_520919/,1.450.000,"Piso en venta en Calle de José Lázaro Galdiano, 1",Castilla (Distrito Chamartín. Madrid Capital),269.0,215.0,5.0,4.0,6ª,Entre 30 y 50 años,A reformar,1,Oeste,,Más de 100€,Frío y calor,True,True,Gas natural,True,False,,,https://fotos.imghs.net/l/520919/35013621196.520919/520919_35013621196_8_20230609131543809.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-mostoles_centro28931-35057976026_100500/,165.000,Piso en venta en Teatro,Centro (Móstoles),84.0,79.0,3.0,1.0,1ª,,,,,,,,True,True,Central,True,False,,,https://fotos.imghs.net/l/1005/425/1005_190122373425_1_2023060918064820116.jpg,28635.0,40.32355537,-3.8648888
madrid,https://www.pisos.com/comprar/piso-prado_de_somosaguas-35042783957_280500/,850.000,Piso en venta en Calle Aquilón,Prado de Somosaguas (Pozuelo de Alarcón),206.0,206.0,4.0,3.0,1ª,Entre 30 y 50 años,En buen estado,2,Sureste,,Más de 100€,,True,False,,True,True,Comunitaria,,https://fotos.imghs.net/l/2805/35042783957.280500/2805_35042783957_1_20230608203145358.jpg,28223.0,40.43593987,-3.81581639
madrid,https://www.pisos.com/comprar/piso-centro_palacio28005-35004856187_100900/,260.000,Piso en venta en Calle de la Morería,Palacio (Distrito Centro. Madrid Capital),49.0,41.0,2.0,1.0,1ª,,En buen estado,,Sur,,,,False,False,,True,False,,,https://fotos.imghs.net/l/1009/742/1009_bf38ca42e607da7a69217f5983236742_0_2023060813062323557.com/estatefile/2aeeb2bb0352612e8aa18ecffe5eb7fa,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-recoletos28001-35091168634_100500/,3.850.000,Piso en venta en Calle del Conde de Aranda,Recoletos (Distrito Salamanca. Madrid Capital),269.0,,4.0,5.0,1ª,,A estrenar,,Sureste,,Más de 100€,Frío,True,True,Gas natural,False,False,,,https://fotos.imghs.net/l/1005/278/1005_3735278_1_2023060912064596022.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-universidad_malasana28004-35072754163_100500/,570.000,Piso en venta en Calle del Desengaño,Universidad-Malasaña (Distrito Centro. Madrid Capital),81.0,,2.0,1.0,2ª,,,,Sur,,Entre 60 y 80€,,True,True,Eléctrica,False,False,,,https://fotos.imghs.net/l/1005/205/1005_189900038205_1_2023060912065073430.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-puerta_del_angel-35033891207_100200/,205.000,"Piso en venta en Calle de Caramuel, cerca de Calle de Antillón",Puerta del Ángel (Distrito Latina. Madrid Capital),79.0,,3.0,1.0,,,En buen estado,,,,,,False,True,,False,False,,,https://fotos.imghs.net/l/1002/704/1002_372704_1_2023060911060057168.jpeg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-villaverde_los_angeles28041-35012439032_100200/,151.000,Piso en venta en Los Ángeles,Los Ángeles (Distrito Villaverde. Madrid Capital),71.0,,3.0,1.0,5ª,,En buen estado,,,,Más de 100€,,True,True,,True,False,,,https://fotos.imghs.net/l/1002/144/1002_549144_1_2023060813065788791.jpeg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/casa_adosada-estacion_zona_norte28224-35039994787_100500/,670.000,Casa adosada en venta en Zona Pueblo,Estación-Zona Norte (Pozuelo de Alarcón),167.0,,3.0,4.0,,,,,Este,,,,False,True,Gas natural,True,True,Comunitaria,Adosada,https://fotos.imghs.net/l/1005/893/1005_189904838893_1_2023060912065088883.jpg,28223.0,40.43593987,-3.81581639
madrid,https://www.pisos.com/comprar/piso-campo_real_centro_urbano-35009022107_100500/,85.000,Piso en venta en Campo Real,Campo Real,57.0,43.0,1.0,1.0,,,En buen estado,,,,,,False,False,,False,False,,,https://fotos.imghs.net/l/1005/964/1005_101642964_1_2023060522061458585.jpg,28510.0,40.33920494,-3.38276454
madrid,https://www.pisos.com/comprar/piso-centro_arroyo_la_fuente28944-35035699567_100200/,128.000,Piso en venta en Centro-Arroyo-La Fuente,Centro-Arroyo-La Fuente (Fuenlabrada),64.0,,3.0,,1ª,,En buen estado,,,,Entre 60 y 80€,,False,False,,False,False,,,https://fotos.imghs.net/l/1002/270/1002_549270_1_2023060818060119017.jpeg,28941.0,40.28221895,-3.79085287
madrid,https://www.pisos.com/comprar/piso-hispanoamerica_las_comunidades-35006746176_100200/,149.500,Piso en venta en Hispanoamérica-Las Comunidades,Hispanoamérica-Las Comunidades (Valdemoro),78.0,,2.0,1.0,,,En buen estado,,,,,,False,False,,False,True,,,https://fotos.imghs.net/l/1002/135/1002_549135_1_2023060812065909137.jpeg,28340.0,40.18889948,-3.67881474
madrid,https://www.pisos.com/comprar/piso-recoletos28001-35064271329_524350/,3.850.000,Piso en venta en Recoletos,Recoletos (Distrito Salamanca. Madrid Capital),269.0,206.0,4.0,5.0,1ª,Más de 50 años,A estrenar,,,,,Frío,True,True,Central,False,False,,,https://fotos.imghs.net/l/524350/35064271329.524350/524350_35064271329_1_20230605103549915.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-puerta_del_angel-35078475716_100200/,235.000,Piso en venta en Calle de José María del Boto,Puerta del Ángel (Distrito Latina. Madrid Capital),75.0,,2.0,2.0,,,En buen estado,1,,,,,True,False,,False,False,,,https://fotos.imghs.net/l/1002/059/1002_548059_1_2023060521065981561.jpeg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/casa_pareada-parquelagos_puente_nuevo-35006992638_510261/,679.000,Casa pareada en venta en Calle del Almendro,Parquelagos-Puente Nuevo (Galapagar),253.0,173.0,3.0,3.0,,Menos de 5 años,A estrenar,2,Sureste,,,Preinstalacion,False,True,Aerotermia,True,True,Comunitaria,Pareada,https://fotos.imghs.net/l/510261/35006992638.510261/510261_35006992638_6_20230608121122354.jpg,28250.0,40.57837609,-4.003986
madrid,https://www.pisos.com/comprar/chalet-pinosol_el_alcor_peralejo-35050276051_525264/,490.000,Chalet en venta en Avenida de los Alcores,Pinosol-El Alcor-Peralejo (El Escorial),277.0,190.0,3.0,3.0,,Entre 20 y 30 años,Reformado,Más de 2,Todas,,,Frío y calor,False,True,Gas natural,True,True,Propia,,https://fotos.imghs.net/l/525264/35050276051.525264/525264_35050276051_1_20230605174301113.jpg,28211.0,40.5849622,-4.12698622
madrid,https://www.pisos.com/comprar/piso-castilla28016-35020438988_524350/,800.000,Piso en venta en Castilla,Castilla (Distrito Chamartín. Madrid Capital),137.0,110.0,3.0,3.0,1ª,Entre 30 y 50 años,A reformar,,Este,,Más de 100€,Frío,False,True,Central,True,False,,,https://fotos.imghs.net/l/524350/35020438988.524350/524350_35020438988_1_20230608160707136.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-san_blas_simancas28037-35014774670_100200/,339.000,Piso en venta en Simancas,Simancas (Distrito San Blas. Madrid Capital),89.0,,2.0,2.0,5ª,,En buen estado,1,,,,,False,True,,False,False,,,https://fotos.imghs.net/l/1002/748/1002_532748_1_2023060619060433066.jpeg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-el_val_barrio28804-35006042477_996550/,227.300,"Piso en venta en Camino de los Afligidos, 57",El Val (Distrito El Val. Alcalá de Henares),89.0,66.0,2.0,2.0,4ª,Menos de 5 años,A estrenar,2,Noreste,,Entre 80 y 100€,Frío,True,True,Central,True,True,Comunitaria,,https://fotos.imghs.net/l/996550/35006042477.996550/996550_35006042477_1_20230608112907507.jpg,28801.0,40.48033232,-3.36925102
madrid,https://www.pisos.com/comprar/piso-alcorcon_casco_antiguo-35018253247_522799/,140.000,"Piso en venta en Calle Polvoranca, cerca de Calle de San Luis",Casco Antiguo (Alcorcón),60.0,55.0,2.0,1.0,7ª,Entre 20 y 30 años,En buen estado,,,,Entre 80 y 100€,Frío y calor,True,True,Central,False,False,,,https://fotos.imghs.net/l/522799/35018253247.522799/522799_35018253247_5_20230609120333397.jpg,28921.0,40.35156977,-3.82849494
madrid,https://www.pisos.com/comprar/piso-penagrande28035-33361521268_100500/,175.000,Piso en venta en Calle de Ramón Gómez de la Serna,Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital),61.0,54.0,3.0,1.0,4ª,,En buen estado,,,,Entre 60 y 80€,Frío,False,False,,True,False,,,https://fotos.imghs.net/l/1005/906/1005_3704906_1_2023042114045657623.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-villaviciosa_de_odon_el_bosque28670-20925054702_102100/,195.000,Piso en venta en Villaviciosa de Odón,El Bosque (Villaviciosa de Odón),66.0,,2.0,2.0,,,Reformado,,Noroeste,,,Splites repartidos,False,True,A/a frio - calor,False,False,,,https://fotos.imghs.net/l/1021/596/1021_169596_1_2022011419162331250.jpg,28670.0,40.35764878,-3.89648428
madrid,https://www.pisos.com/comprar/piso-leganes_centro-20930723476_993816/,126.000,Piso en venta en Calle de Fray Luis de León,Centro (Leganés),60.0,56.0,3.0,1.0,3ª,Más de 50 años,En buen estado,,,,,Frío y calor,False,True,Eléctrica,False,False,,,https://fotos.imghs.net/l/993816/20930723476.993816/993816_20930723476_1_20220119194512645.jpg,28911.0,40.33174382,-3.76655557
madrid,https://www.pisos.com/comprar/piso-zona_estacion-34204401675_524622/,150.000,"Piso en venta en Calle de Miguel Peña, nº sn",Zona Estación (Coslada),82.0,72.0,3.0,1.0,3ª,Entre 30 y 50 años,En buen estado,,Este,,Entre 40 y 60€,,True,True,Eléctrica,True,False,,,https://fotos.imghs.net/l/524622/34204401675.524622/524622_34204401675_7_20230512161112036.jpg,28820.0,40.42654912,-3.56749362
madrid,https://www.pisos.com/comprar/casa-valdemorillo_centro_urbano-30881875497_100500/,350.000,Casa en venta en Calle de las Retamas,Valdemorillo,270.0,193.0,4.0,2.0,,,,1,Este,,,,False,True,Gas natural,True,True,Propia,,https://fotos.imghs.net/l/1005/893/1005_179510768893_1_2023060219065002309.jpg,28210.0,40.50216434,-4.06705109
madrid,https://www.pisos.com/comprar/apartamento-aranjuez_centro-90058157187_514620/,115.000,"Apartamento en venta en Calle del Foso, 102, cerca de Calle de San Pascual",Centro (Aranjuez),40.0,40.0,1.0,1.0,3ª,Entre 10 y 20 años,En buen estado,,Sureste,,Entre 10 y 20€,Frío y calor,True,True,Gas natural,False,False,,,https://fotos.imghs.net/l/514620/90058157187.514620/514620_90058157187_2_20181221121714758.jpg,28300.0,40.03340145,-3.60279693
madrid,https://www.pisos.com/comprar/piso-san_agustin_del_guadalix_centro_urbano-23408823922_997919/,238.000,Piso en venta en Calle de las Cambroneras,San Agustín del Guadalix,84.0,73.0,2.0,2.0,Bajo,Menos de 5 años,A estrenar,1,,,,,True,True,Eléctrica,False,True,Comunitaria,,https://fotos.imghs.net/l/997919/23408823922.997919/997919_23408823922_7_20230203112416755.jpg,28750.0,40.67893914,-3.61743114
madrid,https://www.pisos.com/comprar/piso-valdeacederas28029-34252065039_526462/,264.900,"Piso en venta en Calle del Cantueso, cerca de Calle de la Jirafa",Valdeacederas (Distrito Tetuán. Madrid Capital),94.0,63.0,3.0,1.0,1ª,Entre 30 y 50 años,En buen estado,,,,Entre 60 y 80€,Frío y calor,True,True,Gas natural,True,False,,,https://fotos.imghs.net/l/526462/34252065039.526462/526462_34252065039_20_20230518123555243.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-villalba_pueblo-34215998919_516839/,170.000,Piso en venta en Calle de San Blas,Villalba Pueblo (Collado Villalba),52.0,45.0,1.0,1.0,Bajo,Entre 20 y 30 años,En buen estado,2,Este,,Entre 20 y 40€,,False,True,Gas natural,True,False,,,https://fotos.imghs.net/l/516839/34215998919.516839/516839_34215998919_1_20230512155516231.jpg,28400.0,40.64302937,-3.99272535
madrid,https://www.pisos.com/comprar/piso-fuencarral_el_pardo_valverde28034-33424061563_100500/,157.500,Piso en venta en Calle de Ángel Múgica,Valverde (Distrito Fuencarral-El Pardo. Madrid Capital),59.0,44.0,3.0,1.0,5ª,,En buen estado,,,,Entre 40 y 60€,,False,False,,False,False,,,https://fotos.imghs.net/l/1005/624/1005_3588624_7_2023041717045321889.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-latina_aluche28047-34184380113_524671/,215.000,"Piso en venta en Calle de Maqueda, cerca de Calle de Quero",Aluche (Distrito Latina. Madrid Capital),85.0,80.0,2.0,1.0,5ª,Entre 30 y 50 años,En buen estado,,Este,,Entre 20 y 40€,Frío y calor,True,True,Central,True,False,,,https://fotos.imghs.net/l/524671/34184380113.524671/524671_34184380113_9_20230526212316102.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-fontenebro_altavista-35026933014_992271/,180.000,Piso en venta en Urbanización de la Cerca,Fontenebro-Altavista (Collado Villalba),104.0,90.0,3.0,1.0,2ª,Entre 30 y 50 años,En buen estado,,Este,,Entre 80 y 100€,,False,True,Gas natural,True,True,Comunitaria,,https://fotos.imghs.net/l/992271/35026933014.992271/992271_35026933014_14_20230606122552706.jpg,28400.0,40.64302937,-3.99272535
madrid,https://www.pisos.com/comprar/piso-san_blas_rosas28022-34253841988_100500/,260.000,Piso en venta en Avenida de la Gran Vía del Sureste,Casco Histórico de Vallecas (Distrito Villa de Vallecas. Madrid Capital),80.0,60.0,2.0,2.0,3ª,Entre 10 y 20 años,En buen estado,1,Sur,,Más de 100€,Frío y calor,True,True,Gas natural,False,True,Comunitaria,,https://fotos.imghs.net/l/517145/35011567322.517145/517145_35011567322_65_20230605104530184.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-villaverde_los_angeles28041-33356417806_100200/,360.000,Piso en venta en Avenida de Niza,Rosas (Distrito San Blas. Madrid Capital),107.0,97.0,3.0,2.0,1ª,,En buen estado,,Este,,Entre 80 y 100€,Frío,True,False,,False,True,Comunitaria,,https://fotos.imghs.net/l/1005/870/1005_3716870_1_2023051910050536337.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-valleaguado_la_canada28823-34223089466_108900/,158.000,Piso en venta en Calle La del Soto del Parral,Los Ángeles (Distrito Villaverde. Madrid Capital),74.0,,3.0,1.0,2ª,,Reformado,,,,,,False,False,,False,False,,,https://fotos.imghs.net/l/1002/168/1002_528168_1_2023042217040832836.jpeg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/casa_adosada-meco_centro_urbano-25042957131_100500/,260.000,Piso en venta en Calle de Argentina,Valleaguado-La Cañada (Coslada),105.0,94.0,3.0,1.0,,Entre 30 y 50 años,,,,,60.00,,True,True,,True,False,,,https://fotos.imghs.net/l/1089/861/1089_XA779-6861_1_2023051016385831250.jpg,28820.0,40.42654912,-3.56749362
madrid,https://www.pisos.com/comprar/piso-alpedrete_centro_urbano-32568614360_100500/,290.000,Casa adosada en venta en Calle de Fray Luis de Granada,Meco,173.0,,3.0,3.0,,,En buen estado,,,,,,False,False,,False,False,,Adosada,https://fotos.imghs.net/l/1005/283/1005_97876283_1_2022061707061413970.jpg,28880.0,40.55375083,-3.32908179
madrid,https://www.pisos.com/comprar/piso-latina_aluche28047-35021920611_100500/,160.000,Piso en venta en Alpedrete,Alpedrete,73.0,,3.0,2.0,,,En buen estado,,Sur,,,,False,False,,True,False,,,https://fotos.imghs.net/l/1005/185/1005_100674185_1_2023030222032493475.jpg,28409.0,40.65875745,-4.02378568
madrid,https://www.pisos.com/comprar/piso-las_aguilas28044-33373803173_100500/,135.000,Piso en venta en Calle de Valmojado,Aluche (Distrito Latina. Madrid Capital),54.0,45.0,2.0,1.0,Bajo,,,,Sur,,Entre 20 y 40€,,True,True,Gas natural,True,False,,,https://fotos.imghs.net/l/1005/690/1005_189183530690_1_2023060613065395770.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/casa_pareada-colonia-30099453593_516839/,169.000,Piso en venta en Calle de Mirabel,Las Águilas (Distrito Latina. Madrid Capital),67.0,53.0,3.0,1.0,6ª,,,,Norte,,Entre 60 y 80€,,True,True,Gas natural,False,False,,,https://fotos.imghs.net/l/1005/689/1005_186501750689_1_2023053113055158850.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-villalba_estacion-31761007488_992271/,579.000,Casa pareada en venta en Calle Doctor Huertas,Colonia (Torrelodones),323.0,320.0,6.0,5.0,,Entre 30 y 50 años,En buen estado,2,Este,,Entre 80 y 100€,,False,True,Gasoil,True,True,Comunitaria,Pareada,https://fotos.imghs.net/l/516839/30099453593.516839/516839_30099453593_7_20221203201224391.jpg,28250.0,40.57649785,-3.93135576
madrid,https://www.pisos.com/comprar/atico-las_rozas_de_madrid_centro28231-31706368492_100500/,150.000,Piso en venta en Calle Asturias,Villalba Estación (Collado Villalba),90.0,85.0,3.0,1.0,2ª,Entre 20 y 30 años,A reformar,,Este,,Entre 20 y 40€,,False,True,Eléctrica,True,False,,,https://fotos.imghs.net/l/992271/31761007488.992271/992271_31761007488_2_20230202193836143.jpg,28400.0,40.64302937,-3.99272535
madrid,https://www.pisos.com/comprar/piso-getafe_juan_de_la_cierva-20853364240_993816/,260.000,Ático en venta en Centro,Centro (Las Rozas de Madrid),70.0,64.0,2.0,1.0,,,En buen estado,,Sur,,Más de 100€,,True,False,,False,True,,,https://fotos.imghs.net/l/1005/031/1005_100510031_1_2023022422021090362.jpg,28231.0,40.49195187,-3.87457308
madrid,https://www.pisos.com/comprar/piso-el_carrascal_distrito28916-33335838208_106000/,144.500,Piso en venta en Calle Granada,Juan de la Cierva (Getafe),70.0,65.0,3.0,1.0,4ª,Más de 50 años,Reformado,,,,,Frío y calor,False,True,Gas natural,False,False,,,https://fotos.imghs.net/l/993816/20853364240.993816/993816_20853364240_3_20220128183917320.jpg,28901.0,40.30403754,-3.72935236
madrid,https://www.pisos.com/comprar/piso-pilar28029-34225024296_100500/,249.500,Piso en venta en Calle de Dinamarca,El Carrascal (Leganés),80.0,66.0,3.0,1.0,7ª,Entre 30 y 50 años,En buen estado,,,,,No,True,True,Central,False,False,,,https://fotos.imghs.net/l/1060/080/1060_NI7-2080_1_2023040606301631250.jpg,28911.0,40.33174382,-3.76655557
madrid,https://www.pisos.com/comprar/piso-espartales28806-33371448737_100500/,269.900,Piso en venta en Calle Puerto de Maspalomas,Pilar (Distrito Fuencarral-El Pardo. Madrid Capital),73.0,62.0,3.0,1.0,6ª,,En buen estado,,,,Entre 60 y 80€,,True,True,Central,True,False,,,https://fotos.imghs.net/l/1005/490/1005_3712490_1_2023051010050872843.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-norte_universidad28932-32592373771_100500/,249.000,Piso en venta en Calle de José Martínez Ruiz Azorín,Espartales (Distrito Ensanche-Espartales. Alcalá de Henares),113.0,82.0,3.0,2.0,Bajo,,En buen estado,1,Noroeste,,Entre 60 y 80€,Frío,False,True,Central,True,False,,,https://fotos.imghs.net/l/1005/184/1005_3706184_1_2023042617041732312.jpg,28801.0,40.48033232,-3.36925102
madrid,https://www.pisos.com/comprar/piso-pinar_punta_galea-32535112436_106000/,233.000,Piso en venta en Calle Goya De,Norte-Universidad (Móstoles),114.0,112.0,3.0,2.0,6ª,,,,,,Más de 100€,,True,True,Gas natural,True,False,,,https://fotos.imghs.net/l/1005/425/1005_183291453425_1_2023031418031105346.jpg,28635.0,40.32355537,-3.8648888
madrid,https://www.pisos.com/comprar/piso-galapagar_la_navata-24230453498_994136/,535.000,Piso en venta en Avenida de Menorca,Pinar-Punta Galea (Las Rozas de Madrid),165.0,,3.0,3.0,2ª,Entre 20 y 30 años,En buen estado,2,,,,Preinstalación,True,True,Individual - gas,True,False,,,https://fotos.imghs.net/l/1060/057/1060_NI599-57_1_2023060206292431250.jpg,28231.0,40.49195187,-3.87457308
madrid,https://www.pisos.com/comprar/chalet-vinas_viejas-32555709595_107700/,250.000,Piso en venta en Calle de Molino de la Navata,La Navata (Galapagar),100.0,89.0,3.0,2.0,3ª,Entre 30 y 50 años,En buen estado,1,,,Más de 100€,Frío y calor,True,True,Gas natural,True,True,Comunitaria,,https://fotos.imghs.net/l/994136/24230453498.994136/994136_24230453498_9_20220519123119030.jpg,28250.0,40.57837609,-4.003986
madrid,https://www.pisos.com/comprar/piso-butarque28021-23432465326_520982/,235.000,Piso en venta en Calle de la Salud,El Alcornocal (Manzanares el Real),160.0,124.0,4.0,2.0,3ª,Entre 30 y 50 años,En buen estado,1,Oeste,,Más de 100€,,False,True,Gas propano,True,True,Comunitaria,,https://fotos.imghs.net/l/516742/34199892393.516742/516742_34199892393_1_20230525180702349.jpg,28410.0,40.72609812,-3.86486485
madrid,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-31707120371_100500/,749.000,Chalet en venta en Calle de Diego de Argumosa,Viñas Viejas (Boadilla del Monte),335.0,275.0,4.0,4.0,,,,,,,,,False,False,,False,True,Comunitaria,,https://fotos.imghs.net/l/1077/477/1077_0051-00477_1_2023061011212931250.jpg,28660.0,40.40783457,-3.87580597
madrid,https://www.pisos.com/comprar/piso-puerta_bonita28025-34183014748_108900/,142.000,"Piso en venta en Paseo de Alberto Palacios, cerca de Calle de San Aureliano",Butarque (Distrito Villaverde. Madrid Capital),75.0,70.0,3.0,1.0,4ª,Más de 50 años,En buen estado,1,Este,,Entre 20 y 40€,Frío y calor,False,True,Gas natural,True,False,,,https://fotos.imghs.net/l/520982/23432465326.520982/520982_23432465326_1_20220429125310671.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-san_martin_de_la_vega_centro_urbano-30034759171_106000/,295.000,Piso en venta en Ciudad Lineal,Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital),75.0,69.0,3.0,2.0,1ª,,,,,,,,True,True,Central,True,False,,,https://fotos.imghs.net/l/1005/434/1005_180995014434_1_2023042711041306684.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/chalet-monte_alina_la_cabana-29172539898_100500/,155.000,"Piso en venta en Calle Cam. Viejo de Leganes, nº 169",Puerta Bonita (Distrito Carabanchel. Madrid Capital),75.0,,3.0,1.0,,Más de 50 años,,,,,35.00,,False,True,,False,False,,,https://fotos.imghs.net/l/1089/927/1089_XA421-6927_1_2023060716151631250.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-guindalera28028-34230928196_440000/,154.990,Piso en venta en San Martin de La Vega,San Martín de la Vega,87.0,,3.0,2.0,Bajo,Entre 20 y 30 años,En buen estado,1,,,,Split salon,False,True,Acumuladores,False,False,,,https://fotos.imghs.net/l/1060/203/1060_NI612-3_4_2023051106313731250.jpg,28330.0,40.20771152,-3.57004947
madrid,https://www.pisos.com/comprar/piso-bellas_vistas28039-32520460504_101000/,1.445.000,Chalet en venta en Urbanizaciones,Monte Alina-La Cabaña (Pozuelo de Alarcón),480.0,,5.0,4.0,,,,1,Este,,Más de 100€,,False,True,,True,True,,,https://fotos.imghs.net/l/1005/457/1005_173491729457_1_2022120513121336284.jpg,28223.0,40.43593987,-3.81581639
madrid,https://www.pisos.com/comprar/piso-zona_club_deportivo_galapagar_los_almendros-30847765545_992271/,270.000,"Piso en venta en Calle de Eraso, cerca de Calle de Cartagena",Guindalera (Distrito Salamanca. Madrid Capital),62.0,50.0,2.0,1.0,2ª,Más de 50 años,En buen estado,,Sur,,50,,False,False,,False,False,,,https://fotos.imghs.net/l/4400/34230928196.440000/4400_34230928196_2_20230505201922652.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-puente_de_vallecas_entrevias28018-32538018812_510853/,159.900,Piso en venta en Calle de Topete,Bellas Vistas (Distrito Tetuán. Madrid Capital),44.0,,2.0,1.0,,,En buen estado,,Sudeste,,,,False,False,,False,False,,,https://fotos.imghs.net/l/1010/101/1010_2131101_1_2023032916370531250.jpg,28000.0,40.40841191,-3.68760088
madrid,https://www.pisos.com/comprar/piso-humanes_de_madrid_centro_urbano-30885584585_520118/,185.000,Piso en venta en Calle Eguidillo,Zona Club Deportivo Galapagar-Los Almendros (Galapagar),103.0,95.0,3.0,2.0,Bajo,Entre 10 y 20 años,En buen estado,,Este,,Entre 40 y 60€,,True,True,Gas natural,False,False,,,https://fotos.imghs.net/l/992271/30847765545.992271/992271_30847765545_15_20230127125941062.jpg,28250.0,40.57837609,-4.003986
madrid,https://www.pisos.com/comprar/piso-hortaleza_canillas28043-33351851036_998173/,210.000,Piso en venta en Calle de los Riojanos,Entrevías (Distrito Puente de Vallecas. Madrid Capital),110.0,105.0,3.0,2.0,Bajo,,Reformado,,,,Entre 40 y 60€,Frío y calor,False,False,,False,False,,,https://fotos.imghs.net/l/510853/32538018812.510853/510853_32538018812_1_20230314093825286.jpg,28000.0,40.40841191,-3.68760088
